,date,teams,players
737,"December 18, 2010","{'PHO', 'ORL'}","{'Hedo TÃ¼rkoÄ\x9flu', 'MickaÃ«l PiÃ©trus', 'Vince Carter', 'Earl Clark', 'Marcin Gortat', 'Jason Richardson'}"
738,"January 24, 2011","{'TOR', 'DAL'}","{'Georgios Printezis', 'Alexis AjinÃ§a'}"
739,"February 22, 2011","{'DEN', 'MIN', 'NYK'}","{'Danilo Gallinari', 'Raymond Felton', 'Timofey Mozgov', 'Renaldo Balkman', 'Kosta Koufos', 'Shelden Williams', 'Anthony Carter', 'Chauncey Billups', 'Wilson Chandler', 'Corey Brewer', 'Carmelo Anthony', 'Anthony Randolph', 'Eddy Curry'}"
740,"February 22, 2011","{'TOR', 'CHI'}",{'James Johnson'}
741,"February 23, 2011","{'NJN', 'UTA'}","{'Deron Williams', 'Devin Harris', 'Derrick Favors'}"
742,"February 23, 2011","{'NOH', 'SAC'}","{'Carl Landry', 'Marcus Thornton'}"
743,"February 23, 2011","{'WAS', 'ATL'}","{'Hilton Armstrong', 'Mike Bibby', 'Kirk Hinrich', 'Maurice Evans', 'Jordan Crawford'}"
744,"February 23, 2011","{'GSW', 'NJN'}","{'Brandan Wright', 'Troy Murphy', 'Dan Gadzuric'}"
745,"February 24, 2011","{'BOS', 'CLE'}","{'Semih Erden', 'Luke Harangody'}"
746,"February 24, 2011","{'BOS', 'OKC'}","{'Kendrick Perkins', 'Nenad KrstiÄ\x87', 'Nate Robinson', 'Jeff Green'}"
747,"February 24, 2011","{'POR', 'CHA'}","{'Sean Marks', 'Gerald Wallace', 'Dante Cunningham', 'Joel Przybilla'}"
748,"February 24, 2011","{'LAC', 'CLE'}","{'Baron Davis', 'Jamario Moon', 'Mo Williams'}"
749,"February 24, 2011","{'PHO', 'HOU'}","{'Goran DragiÄ\x87', 'Aaron Brooks'}"
750,"February 24, 2011","{'MEM', 'HOU'}","{'Hasheem Thabeet', 'DeMarre Carroll', 'Ish Smith', 'Shane Battier'}"
751,"February 24, 2011","{'BOS', 'SAC'}",{'Marquis Daniels'}
752,"February 24, 2011","{'CHA', 'OKC'}","{'Nazr Mohammed', 'D.J. White', 'Morris Peterson'}"
753,"June 23, 2011","{'SAS', 'IND'}","{'Erazem Lorbek', 'DÄ\x81vis BertÄ\x81ns', 'George Hill', 'Kawhi Leonard'}"
754,"June 23, 2011","{'NJN', 'BOS'}","{'JaJuan Johnson', 'MarShon Brooks'}"
755,"June 23, 2011","{'MIL', 'CHA', 'SAC'}","{'Stephen Jackson', 'Tobias Harris', 'Jimmer Fredette', 'Shaun Livingston', 'Beno Udrih', 'Bismack Biyombo', 'Corey Maggette', 'John Salmons'}"
756,"June 23, 2011","{'MIN', 'HOU'}","{'Donatas MotiejÅ«nas', 'Nikola MirotiÄ\x87', 'Chandler Parsons', 'Brad Miller', 'Jonny Flynn'}"
757,"June 23, 2011","{'DEN', 'POR', 'DAL'}","{'Raymond Felton', 'Tanguy Ngombo', 'Petteri Koponen', 'Rudy FernÃ¡ndez', 'Jordan Hamilton', 'Andre Miller'}"
758,"June 23, 2011","{'NOH', 'NYK'}",{'Josh Harrellson'}
759,"June 23, 2011","{'CLE', 'ORL'}",{'Justin Harper'}
760,"June 23, 2011","{'GSW', 'CHA'}",{'Jeremy Tyler'}
761,"June 23, 2011","{'MIN', 'CHI'}","{'Norris Cole', 'Nikola MirotiÄ\x87', 'Malcolm Lee'}"
762,"June 23, 2011","{'MIN', 'MIA'}","{'Bojan BogdanoviÄ\x87', 'Norris Cole'}"
763,"June 23, 2011","{'DEN', 'LAL'}",{'Chukwudiebere Maduabum'}
764,"June 23, 2011","{'MIN', 'NJN'}",{'Bojan BogdanoviÄ\x87'}
765,"June 23, 2011","{'MIN', 'HOU'}",{'Chandler Parsons'}
766,"June 27, 2011","{'MIN', 'POR'}",{'Tanguy Ngombo'}
767,"June 30, 2011","{'CLE', 'SAC'}","{'J.J. Hickson', 'Omri Casspi'}"
768,"December 9, 2011","{'MIL', 'BOS'}","{'Keyon Dooling', 'Albert Miralles'}"
769,"December 10, 2011","{'WAS', 'DAL', 'NYK'}","{'Andy Rautins', 'Georgios Printezis', 'Ronny Turiaf', 'Ahman Nivins', 'Tyson Chandler'}"
770,"December 11, 2011","{'LAL', 'DAL'}",{'Lamar Odom'}
771,"December 12, 2011","{'BOS', 'ORL'}","{'Von Wafer', 'Brandon Bass', 'Glen Davis'}"
772,"December 13, 2011","{'DEN', 'DAL'}","{'Rudy FernÃ¡ndez', 'Corey Brewer'}"
773,"December 13, 2011","{'MIN', 'OKC'}","{'Lazar Hayward', 'Robert Vaden'}"
774,"December 14, 2011","{'LAC', 'NOH'}","{'Chris Paul', 'Chris Kaman', 'Al-Farouq Aminu', 'Eric Gordon'}"
775,"December 19, 2011","{'CHA', 'OKC'}",{'Byron Mullens'}
776,"December 19, 2011","{'GSW', 'IND'}","{'Lou Amundson', 'Brandon Rush'}"
777,"December 22, 2011","{'NJN', 'UTA'}",{'Mehmet Okur'}
778,"December 24, 2011","{'NOH', 'MEM'}","{'Quincy Pondexter', 'Greivis VÃ¡squez'}"
779,"January 4, 2012","{'PHI', 'NOH', 'MEM'}","{'Marreese Speights', 'Xavier Henry'}"
780,"March 13, 2012","{'GSW', 'MIL'}","{'Kwame Brown', 'Andrew Bogut', 'Stephen Jackson', 'Monta Ellis', 'Ekpe Udoh'}"
781,"March 15, 2012","{'GSW', 'ATL'}",set()
782,"March 15, 2012","{'PHI', 'MEM'}","{'Ricky SÃ¡nchez', 'Sam Young'}"
783,"March 15, 2012","{'TOR', 'IND'}",{'Leandro Barbosa'}
784,"March 15, 2012","{'LAL', 'HOU'}","{'Derek Fisher', 'Jordan Hill'}"
785,"March 15, 2012","{'GSW', 'SAS'}","{'Stephen Jackson', 'Richard Jefferson', 'T.J. Ford'}"
786,"March 15, 2012","{'LAL', 'CLE'}","{'Christian Eyenga', 'Ramon Sessions', 'Luke Walton', 'Jason Kapono'}"
787,"March 15, 2012","{'NJN', 'POR'}","{'Mehmet Okur', 'Gerald Wallace', 'Shawne Williams'}"
788,"March 15, 2012","{'DEN', 'WAS', 'LAC'}","{'NenÃª', 'Nick Young', 'JaVale McGee', 'Brian Cook', 'Ronny Turiaf'}"
789,"March 15, 2012","{'POR', 'HOU'}","{'Hasheem Thabeet', 'Jonny Flynn', 'Marcus Camby'}"
790,"June 20, 2012","{'WAS', 'NOH'}","{'Rashard Lewis', 'Trevor Ariza', 'Emeka Okafor'}"
791,"June 26, 2012","{'BOS', 'OKC'}","{'Kendrick Perkins', 'Nenad KrstiÄ\x87', 'Nate Robinson', 'Jeff Green'}"
792,"June 26, 2012","{'MIN', 'HOU'}","{'Chase Budinger', 'Lior Eliyahu'}"
793,"June 26, 2012","{'DET', 'CHA'}","{'Ben Gordon', 'Corey Maggette'}"
794,"June 27, 2012","{'MIL', 'HOU'}","{'Jon Brockman', 'Samuel Dalembert', 'Jon Leuer', 'Shaun Livingston'}"
795,"June 29, 2012","{'MIA', 'PHI'}","{'Arnett Moultrie', 'Justin Hamilton'}"
796,"June 29, 2012","{'SAC', 'IND'}",{'Orlando Johnson'}
797,"June 29, 2012","{'DAL', 'CLE'}","{'Bernard James', 'Jared Cunningham', 'Tyler Zeller', 'Jae Crowder', 'Kelenna Azubuike'}"
798,"June 29, 2012","{'NJN', 'PHI'}",{'Tornike Shengelia'}
799,"June 29, 2012","{'LAL', 'DAL'}",{'Darius Johnson-Odom'}
800,"June 29, 2012","{'NJN', 'POR'}",{'Tyshawn Taylor'}
801,"June 29, 2012","{'LAC', 'DAL', 'UTA', 'HOU'}","{'Shan Foster', 'Tadija DragiÄ\x87eviÄ\x87', 'Lamar Odom', 'Mo Williams', 'Furkan Aldemir'}"
802,"July 11, 2012","{'PHO', 'LAL'}",{'Steve Nash'}
803,"July 11, 2012","{'TOR', 'HOU'}","{'Gary Forbes', 'Kyle Lowry'}"
804,"July 11, 2012","{'NOH', 'ORL'}","{'Gustavo AyÃ³n', 'Ryan Anderson'}"
805,"July 11, 2012","{'NYK', 'HOU'}","{'Jerome Jordan', 'Marcus Camby', 'Josh Harrellson', 'Toney Douglas'}"
806,"July 11, 2012","{'UTA', 'ATL'}","{'Marvin Williams', 'Devin Harris'}"
807,"July 11, 2012","{'BRK', 'ATL'}","{'Jordan Farmar', 'Johan Petro', 'Jordan Williams', 'Joe Johnson', 'DeShawn Stevenson', 'Anthony Morrow'}"
808,"July 11, 2012","{'GSW', 'PHI', 'NOH'}","{'Jarrett Jack', 'Dorell Wright', 'Darryl Watkins', 'Edin BavÄ\x8diÄ\x87'}"
809,"July 11, 2012","{'LAC', 'BRK'}",{'Reggie Evans'}
810,"July 12, 2012","{'DAL', 'IND'}","{'Darren Collison', 'Dahntay Jones', 'Ian Mahinmi'}"
811,"July 13, 2012","{'MIN', 'NOH'}",{'Brad Miller'}
812,"July 16, 2012","{'TOR', 'SAC'}",{'James Johnson'}
813,"July 16, 2012","{'POR', 'NYK'}","{'Raymond Felton', 'Jared Jeffries', 'Dan Gadzuric', 'Georgios Printezis', 'Kurt Thomas', 'Kostas Papanikolaou'}"
814,"July 16, 2012","{'CHI', 'ATL'}",{'Kyle Korver'}
815,"July 20, 2012","{'POR', 'BOS', 'HOU'}","{'Sasha PavloviÄ\x87', ""E'Twaun Moore"", 'Sean Williams', 'Jon Diebler', 'Courtney Lee', 'JaJuan Johnson'}"
816,"July 24, 2012","{'MIN', 'MEM'}","{'Dante Cunningham', 'Wayne Ellington'}"
817,"July 25, 2012","{'MEM', 'CLE'}","{'D.J. Kennedy', 'Jeremy Pargo'}"
818,"July 27, 2012","{'MIN', 'PHO', 'NOH'}","{'Wesley Johnson', 'Robin Lopez', 'Hakim Warrick', 'Brad Miller', 'Jerome Dyson'}"
819,"July 30, 2012","{'LAC', 'ATL'}","{'Willie Green', 'Sofoklis Schortsanitis'}"
820,"August 10, 2012","{'DEN', 'LAL', 'PHI', 'ORL'}","{'Arron Afflalo', 'Earl Clark', 'Nikola VuÄ\x8deviÄ\x87', 'Christian Eyenga', 'Jason Richardson', 'Andre Iguodala', 'Al Harrington', 'Andrew Bynum', 'Dwight Howard', 'Josh McRoberts', 'Maurice Harkless', 'Chris Duhon'}"
821,"October 27, 2012","{'OKC', 'HOU'}","{'Lazar Hayward', 'Cole Aldrich', 'Daequan Cook', 'James Harden', 'Kevin Martin', 'Jeremy Lamb'}"
822,"November 13, 2012","{'CHA', 'NOH'}","{'Hakim Warrick', 'Matt Carroll'}"
823,"January 22, 2013","{'MEM', 'CLE'}","{'Wayne Ellington', 'Josh Selby', 'Marreese Speights', 'Jon Leuer'}"
824,"January 30, 2013","{'DET', 'TOR', 'MEM'}","{'JosÃ© CalderÃ³n', 'Hamed Haddadi', 'Tayshaun Prince', 'Austin Daye', 'Rudy Gay', 'Ed Davis'}"
825,"February 20, 2013","{'SAC', 'HOU'}","{'Francisco GarcÃ\xada', 'Thomas Robinson', 'Patrick Patterson', 'Cole Aldrich', 'Toney Douglas', 'Tyler Honeycutt'}"
826,"February 21, 2013","{'WAS', 'BOS'}","{'Leandro Barbosa', 'Jason Collins', 'Jordan Crawford'}"
827,"February 21, 2013","{'PHO', 'TOR'}","{'Hamed Haddadi', 'Sebastian Telfair'}"
828,"February 21, 2013","{'GSW', 'PHI'}",{'Charles Jenkins'}
829,"February 21, 2013","{'CHA', 'ORL'}","{'Hakim Warrick', 'Josh McRoberts'}"
830,"February 21, 2013","{'POR', 'OKC'}","{'Georgios Printezis', 'Eric Maynor'}"
831,"February 21, 2013","{'OKC', 'NYK'}",{'Ronnie Brewer'}
832,"February 21, 2013","{'MIL', 'ORL'}","{'Tobias Harris', 'J.J. Redick', 'Doron Lamb', 'Ish Smith', 'Gustavo AyÃ³n', 'Beno Udrih'}"
833,"February 21, 2013","{'MIA', 'MEM'}","{'Dexter Pittman', 'Ricky SÃ¡nchez'}"
834,"February 21, 2013","{'GSW', 'ATL'}",{'Jeremy Tyler'}
835,"February 21, 2013","{'DAL', 'ATL'}","{'Anthony Morrow', 'Dahntay Jones'}"
836,"February 21, 2013","{'PHO', 'HOU'}",{'Marcus Morris'}
837,"June 25, 2013","{'BOS', 'LAC'}",set()
838,"June 27, 2013","{'MIN', 'UTA'}","{'Shabazz Muhammad', 'Gorgui Dieng', 'Trey Burke'}"
839,"June 27, 2013","{'GSW', 'MIN'}","{'Andre Roberson', 'Malcolm Lee'}"
840,"June 27, 2013","{'GSW', 'OKC'}","{'Archie Goodwin', 'Andre Roberson'}"
841,"June 27, 2013","{'POR', 'CLE'}",{'Allen Crabbe'}
842,"June 27, 2013","{'BOS', 'DAL'}","{'Kelly Olynyk', 'Lucas Nogueira'}"
843,"June 27, 2013","{'DAL', 'ATL'}","{'Mike Muscala', 'Jared Cunningham', 'Lucas Nogueira', 'Shane Larkin'}"
844,"June 27, 2013","{'DEN', 'UTA'}","{'Rudy Gobert', 'Erick Green'}"
845,"June 27, 2013","{'GSW', 'PHO'}","{'Archie Goodwin', 'Nemanja NedoviÄ\x87', 'Malcolm Lee'}"
846,"June 27, 2013","{'WAS', 'PHI'}","{'Arsalan Kazemi', 'Glen Rice Jr.', 'Nate Wolters'}"
847,"June 27, 2013","{'POR', 'OKC'}",{'Grant Jerrett'}
848,"June 27, 2013","{'MIA', 'ATL'}",{'James Ennis'}
849,"June 27, 2013","{'BOS', 'IND'}",{'Colton Iverson'}
850,"June 27, 2013","{'DEN', 'MEM'}","{'Darrell Arthur', 'Kosta Koufos', 'Joffrey Lauvergne'}"
851,"June 27, 2013","{'PHI', 'DAL'}",{'Ricky Ledo'}
852,"June 27, 2013","{'UTA', 'ATL'}",{'Raul Neto'}
853,"June 27, 2013","{'MIL', 'PHI'}","{'Ricky Ledo', 'Nate Wolters'}"
854,"July 10, 2013","{'TOR', 'NYK'}","{'Steve Novak', 'Andrea Bargnani', 'Marcus Camby', 'Quentin Richardson'}"
855,"July 10, 2013","{'MIL', 'LAC', 'PHO'}","{'Eric Bledsoe', 'Jared Dudley', 'J.J. Redick', 'Caron Butler'}"
856,"July 10, 2013","{'POR', 'HOU'}","{'Thomas Robinson', 'Marko TodoroviÄ\x87', 'Kostas Papanikolaou'}"
857,"July 10, 2013","{'DEN', 'GSW', 'UTA'}","{'Andre Iguodala', 'Richard Jefferson', 'Kevin Murphy', 'Brandon Rush', 'Andris BiedriÅ\x86Å¡', 'Randy Foye'}"
858,"July 10, 2013","{'NOP', 'POR', 'SAC'}","{'Jeff Withey', 'Robin Lopez', 'Tyreke Evans', 'Greivis VÃ¡squez', 'Terrel Harris'}"
859,"July 11, 2013","{'MIL', 'MIN', 'OKC'}","{'Szymon Szewczyk', 'Kevin Martin', 'Luke Ridnour'}"
860,"July 12, 2013","{'BOS', 'BRK'}","{'Kris Humphries', 'D.J. White', 'Gerald Wallace', 'Kevin Garnett', 'MarShon Brooks', 'Paul Pierce', 'Jason Terry', 'Keith Bogans', 'Kris Joseph'}"
861,"July 12, 2013","{'MIL', 'SAC'}",{'Luc Mbah a Moute'}
862,"July 12, 2013","{'NOP', 'PHI'}","{'Jrue Holiday', 'Nerlens Noel', 'Pierre Jackson'}"
863,"July 13, 2013","{'PHI', 'HOU'}","{'Royce White', 'Furkan Aldemir'}"
864,"July 22, 2013","{'DAL', 'MEM'}",{'Nick Calathes'}
865,"July 27, 2013","{'PHO', 'IND'}","{'Luis Scola', 'Gerald Green', 'Miles Plumlee'}"
866,"July 31, 2013","{'MIL', 'DET'}","{'Brandon Knight', 'Khris Middleton', 'Brandon Jennings', 'Viacheslav Kravtsov'}"
867,"August 15, 2013","{'BOS', 'MEM'}","{'DontÃ© Greene', 'Fab Melo'}"
868,"August 22, 2013","{'PHI', 'MEM'}",{'Tony Wroten'}
869,"August 29, 2013","{'MIL', 'PHO'}","{'Ish Smith', 'Viacheslav Kravtsov', 'Caron Butler'}"
870,"October 25, 2013","{'PHO', 'WAS'}","{'Kendall Marshall', 'Emeka Okafor', 'Shannon Brown', 'Marcin Gortat', 'Malcolm Lee'}"
871,"November 26, 2013","{'MIN', 'SAC'}","{'Luc Mbah a Moute', 'Derrick Williams'}"
872,"December 9, 2013","{'TOR', 'SAC'}","{'Quincy Acy', 'Patrick Patterson', 'John Salmons', 'Rudy Gay', 'Aaron Gray', 'Greivis VÃ¡squez', 'Chuck Hayes'}"
873,"January 6, 2014","{'CLE', 'CHI'}","{'Andrew Bynum', 'Luol Deng'}"
874,"January 7, 2014","{'BOS', 'MEM', 'OKC'}","{'Ryan Gomes', 'Jerryd Bayless', 'Courtney Lee'}"
875,"January 15, 2014","{'GSW', 'MIA', 'BOS'}","{'Joel Anthony', 'Jordan Crawford', 'Toney Douglas', 'MarShon Brooks'}"
876,"January 21, 2014","{'BRK', 'CHI'}","{'Tornike Shengelia', 'Marquis Teague'}"
877,"January 21, 2014","{'NOP', 'BRK'}","{'Tyshawn Taylor', 'Edin BavÄ\x8diÄ\x87'}"
878,"February 19, 2014","{'GSW', 'LAL'}","{'Steve Blake', 'Kent Bazemore', 'MarShon Brooks'}"
879,"February 19, 2014","{'BRK', 'SAC'}","{'Reggie Evans', 'Marcus Thornton', 'Jason Terry'}"
880,"February 20, 2014","{'DEN', 'WAS', 'PHI'}","{'Jan VeselÃ½', 'Eric Maynor', 'Andre Miller'}"
881,"February 20, 2014","{'MIL', 'CHA'}","{'Jeff Adrien', 'Gary Neal', 'Luke Ridnour', 'Ramon Sessions'}"
882,"February 20, 2014","{'MIA', 'SAC'}",{'Roger Mason'}
883,"February 20, 2014","{'PHI', 'CLE'}","{'Earl Clark', 'Spencer Hawes', 'Henry Sims'}"
884,"February 20, 2014","{'PHI', 'IND'}","{'Evan Turner', 'Lavoy Allen', 'Danny Granger'}"
885,"February 20, 2014","{'LAC', 'PHI'}",{'Byron Mullens'}
886,"February 20, 2014","{'LAC', 'ATL'}","{'Cenk Akyol', 'Antawn Jamison'}"
887,"February 20, 2014","{'DEN', 'HOU'}","{'Jordan Hamilton', 'Aaron Brooks'}"
888,"February 20, 2014","{'SAS', 'TOR'}","{'Nando De Colo', 'Austin Daye'}"
889,"June 25, 2014","{'DAL', 'NYK'}","{'JosÃ© CalderÃ³n', 'Wayne Ellington', 'Samuel Dalembert', 'Raymond Felton', 'Tyson Chandler', 'Shane Larkin'}"
890,"June 26, 2014","{'DEN', 'CHI'}","{'Jusuf NurkiÄ\x87', 'Anthony Randolph', 'Doug McDermott', 'Gary Harris'}"
891,"June 26, 2014","{'MEM', 'UTA'}",{'Jarnell Stokes'}
892,"June 26, 2014","{'PHI', 'ORL'}","{'Dario Å\xa0ariÄ\x87', 'Elfrid Payton'}"
893,"June 26, 2014","{'SAS', 'PHI'}","{'Jordan McRae', 'Nemanja DangubiÄ\x87'}"
894,"June 26, 2014","{'SAS', 'BRK'}",{'Cory Jefferson'}
895,"June 26, 2014","{'MIN', 'HOU'}",{'Alessandro Gentile'}
896,"June 27, 2014","{'MIL', 'ATL'}",{'Lamar Patterson'}
897,"June 27, 2014","{'MIN', 'BRK'}",{'Markel Brown'}
898,"June 27, 2014","{'TOR', 'BRK'}",{'Xavier Thames'}
899,"June 27, 2014","{'MIA', 'CHA'}","{'P.J. Hairston', 'Shabazz Napier', 'Semaj Christon'}"
900,"June 27, 2014","{'DEN', 'ORL'}","{'Evan Fournier', 'Arron Afflalo', 'Devyn Marble'}"
901,"June 27, 2014","{'WAS', 'LAL'}",{'Jordan Clarkson'}
902,"June 27, 2014","{'NYK', 'IND'}",{'Louis Labeyrie'}
903,"June 29, 2014","{'TOR', 'ATL'}","{'Lou Williams', 'Lucas Nogueira', 'John Salmons'}"
904,"June 30, 2014","{'MIL', 'BRK'}",{'Jason Kidd'}
905,"July 10, 2014","{'BOS', 'BRK', 'CLE'}","{'Jarrett Jack', 'Tyler Zeller', 'Sergey Karasev', 'Ä°lkan Karaman', 'Marcus Thornton', 'Edin BavÄ\x8diÄ\x87'}"
906,"July 10, 2014","{'TOR', 'UTA'}","{'Steve Novak', 'Diante Garrett'}"
907,"July 11, 2014","{'NOP', 'CLE'}",{'Alonzo Gee'}
908,"July 12, 2014",{'CLE'},"{'Scotty Hopson', 'Brendan Haywood', 'Dwight Powell'}"
909,"July 12, 2014","{'PHO', 'SAC'}","{'Isaiah Thomas', 'Alex Oriakhi'}"
910,"July 14, 2014","{'DAL', 'CHI'}","{'Tadija DragiÄ\x87eviÄ\x87', 'Greg Smith'}"
911,"July 14, 2014","{'ORL', 'CHI'}","{'Anthony Randolph', 'Milovan RakoviÄ\x87'}"
912,"July 14, 2014",{'NOP'},{'Scotty Hopson'}
913,"July 15, 2014","{'OKC', 'ATL'}","{'Georgios Printezis', 'Thabo Sefolosha', 'Sofoklis Schortsanitis'}"
914,"July 15, 2014","{'NOP', 'WAS', 'HOU'}","{'Melvin Ely', 'Ã\x96mer AÅ\x9fÄ±k', 'Alonzo Gee', 'Scotty Hopson', 'Trevor Ariza', 'Omri Casspi'}"
915,"July 15, 2014","{'LAL', 'HOU'}","{'Sergei Lishouk', 'Jeremy Lin'}"
916,"July 16, 2014","{'WAS', 'DAL'}","{'DeJuan Blair', 'Emir PreldÅ¾iÄ\x87'}"
917,"July 19, 2014","{'WAS', 'BOS'}",{'Kris Humphries'}
918,"July 22, 2014","{'CLE', 'UTA'}","{'Malcolm Thomas', 'Carrick Felix', 'Erik Murphy', 'John Lucas III'}"
919,"August 6, 2014","{'NYK', 'SAC'}","{'Quincy Acy', 'Wayne Ellington', 'Jeremy Tyler', 'Travis Outlaw'}"
920,"August 23, 2014","{'MIN', 'PHI', 'CLE'}","{'Alexey Shved', 'Thaddeus Young', 'Andrew Wiggins', 'Kevin Love', 'Luc Mbah a Moute', 'Anthony Bennett'}"
921,"August 26, 2014","{'MIL', 'LAC'}","{'Jared Dudley', 'Miroslav Raduljica', 'Carlos Delfino'}"
922,"August 26, 2014","{'PHI', 'OKC'}",{'Hasheem Thabeet'}
923,"September 17, 2014","{'SAC', 'HOU'}","{'Jason Terry', 'Alonzo Gee', 'Scotty Hopson'}"
924,"September 25, 2014","{'BOS', 'CLE'}","{'Keith Bogans', 'Erik Murphy', 'Malcolm Thomas', 'Dwight Powell', 'John Lucas III'}"
925,"September 27, 2014","{'PHI', 'CLE'}",{'Keith Bogans'}
926,"October 17, 2014","{'DET', 'BOS'}","{'Will Bynum', 'Joel Anthony'}"
927,"October 24, 2014","{'PHI', 'BRK'}","{'Marquis Teague', 'Casper Ware'}"
928,"October 27, 2014","{'PHI', 'NYK'}","{'Arnett Moultrie', 'Travis Outlaw'}"
929,"December 10, 2014","{'PHI', 'BRK'}","{'Andrei Kirilenko', 'Brandon Davies', 'Jorge GutiÃ©rrez'}"
930,"December 18, 2014","{'BOS', 'DAL'}","{'Rajon Rondo', 'Brandan Wright', 'Jae Crowder', 'Dwight Powell', 'Jameer Nelson'}"
931,"December 19, 2014","{'MIN', 'PHI', 'HOU'}","{'Sergei Lishouk', 'Alexey Shved', 'Troy Daniels', 'Corey Brewer', 'Ronny Turiaf'}"
932,"December 24, 2014","{'PHO', 'DET'}","{'Tony Mitchell', 'Anthony Tolliver'}"
933,"January 5, 2015","{'OKC', 'CLE', 'NYK'}","{'J.R. Smith', 'Lance Thomas', 'Lou Amundson', 'Iman Shumpert', 'Alex Kirk', 'Dion Waiters'}"
934,"January 7, 2015","{'LAC', 'PHI'}","{'Sergei Lishouk', 'Jared Cunningham', 'Cenk Akyol'}"
935,"January 7, 2015","{'DEN', 'CLE'}",{'Timofey Mozgov'}
936,"January 9, 2015","{'PHO', 'BOS'}",{'Brandan Wright'}
937,"January 12, 2015","{'NOP', 'BOS', 'MEM'}","{'Quincy Pondexter', 'Tayshaun Prince', 'Russ Smith', 'Austin Rivers', 'Jeff Green'}"
938,"January 13, 2015","{'DEN', 'BOS'}","{'Nate Robinson', 'Jameer Nelson'}"
939,"January 15, 2015","{'PHO', 'BOS', 'LAC'}","{'Chris Douglas-Roberts', 'Reggie Bullock', 'Austin Rivers', 'Shavlik Randolph'}"
940,"February 10, 2015","{'MIN', 'CHO'}","{'Troy Daniels', 'Gary Neal', 'Mo Williams'}"
941,"February 10, 2015","{'MIN', 'ATL'}",{'Adreian Payne'}
942,"February 19, 2015","{'MIN', 'BRK'}","{'Thaddeus Young', 'Kevin Garnett'}"
943,"February 19, 2015","{'PHO', 'MIA', 'NOP'}","{'Zoran DragiÄ\x87', 'John Salmons', 'Danny Granger', 'Justin Hamilton', 'Goran DragiÄ\x87', 'Norris Cole', 'Shawne Williams'}"
944,"February 19, 2015","{'MIL', 'PHO', 'PHI'}","{'Brandon Knight', 'Michael Carter-Williams', 'Kendall Marshall', 'Miles Plumlee', 'Tyler Ennis'}"
945,"February 19, 2015","{'DET', 'OKC', 'UTA'}","{'Tibor PleiÃ\x9f', 'D.J. Augustin', 'Grant Jerrett', 'Steve Novak', 'Kendrick Perkins', 'Enes Kanter', 'Kyle Singler', 'Reggie Jackson'}"
946,"February 19, 2015","{'PHO', 'DET', 'BOS'}","{'Tayshaun Prince', 'Jonas Jerebko', 'Isaiah Thomas', 'Gigi Datome', 'Marcus Thornton'}"
947,"February 19, 2015","{'DEN', 'POR'}","{'Victor Claver', 'Arron Afflalo', 'Thomas Robinson', 'Alonzo Gee', 'Will Barton'}"
948,"February 19, 2015","{'NYK', 'HOU'}","{'Alexey Shved', 'Pablo Prigioni'}"
949,"February 19, 2015","{'PHI', 'HOU'}","{'Isaiah Canaan', 'K.J. McDaniels'}"
950,"February 19, 2015","{'WAS', 'SAC'}","{'Andre Miller', 'Ramon Sessions'}"
951,"February 19, 2015","{'DEN', 'PHI'}","{'Cenk Akyol', 'JaVale McGee', 'Chukwudiebere Maduabum'}"
952,"February 19, 2015","{'NOP', 'OKC'}","{'Ish Smith', 'Latavious Williams'}"
953,"June 11, 2015","{'MIL', 'DET'}","{'Caron Butler', 'Shawne Williams', 'Ersan Ä°lyasova'}"
954,"June 15, 2015","{'CHO', 'LAC'}","{'Spencer Hawes', 'Matt Barnes', 'Lance Stephenson'}"
955,"June 24, 2015","{'CHO', 'POR'}","{'Nicolas Batum', 'Gerald Henderson', 'Noah Vonleh'}"
956,"June 25, 2015","{'POR', 'BRK'}","{'Rondae Hollis-Jefferson', 'Steve Blake', 'Pat Connaughton', 'Mason Plumlee'}"
957,"June 25, 2015","{'WAS', 'NYK', 'ATL'}","{'Kelly Oubre Jr.', 'Tim Hardaway Jr.'}"
958,"June 25, 2015","{'PHO', 'MEM'}","{'Jon Leuer', 'Andrew Harrison'}"
959,"June 25, 2015","{'NOP', 'LAC'}",{'Branden Dawson'}
960,"June 25, 2015","{'POR', 'UTA'}",{'Dani DÃ\xadez'}
961,"June 25, 2015","{'CHO', 'BRK'}",{'Juan Pablo Vaulet'}
962,"June 25, 2015","{'MIN', 'CLE'}",{'Tyus Jones'}
963,"June 25, 2015","{'CHO', 'MEM'}","{'Matt Barnes', 'Luke Ridnour'}"
964,"June 25, 2015","{'CHO', 'OKC'}","{'Jeremy Lamb', 'Luke Ridnour'}"
965,"June 25, 2015","{'MEM', 'ORL'}","{'JÄ\x81nis Timma', 'Luke Ridnour'}"
966,"June 25, 2015","{'MIL', 'TOR'}","{'Greivis VÃ¡squez', 'Norman Powell'}"
967,"June 25, 2015","{'PHI', 'NYK'}",set()
968,"June 30, 2015","{'TOR', 'OKC'}","{'Tomislav ZubÄ\x8diÄ\x87', 'Luke Ridnour'}"
969,"July 9, 2015","{'PHO', 'DET'}","{'Reggie Bullock', 'Danny Granger', 'Marcus Morris'}"
970,"July 9, 2015","{'MIL', 'WAS'}",{'Jared Dudley'}
