,player,team_from,date
70,Axel Toupane,GSW,"December 18, 2020"
71,Kaleb Wesson,GSW,"December 18, 2020"
72,Rayjon Tucker,LAC,"December 18, 2020"
73,Ade Murkey,MIN,"December 18, 2020"
74,Vince Edwards,SAC,"December 18, 2020"
75,Yoeli Childs,WAS,"December 18, 2020"
76,Caleb Homesley,WAS,"December 18, 2020"
77,Marlon Taylor,WAS,"December 18, 2020"
78,T.J. Leaf,OKC,"December 18, 2020"
79,Admiral Schofield,OKC,"December 18, 2020"
80,Amida Brimah,IND,"December 18, 2020"
81,Rayshaun Hammonds,IND,"December 18, 2020"
82,London Perrantes,SAS,"December 19, 2020"
83,Yogi Ferrell,UTA,"December 19, 2020"
84,Zylan Cheatham,MIN,"December 19, 2020"
85,Jordan Bell,WAS,"December 19, 2020"
86,Frank Mason,PHI,"December 19, 2020"
87,Devin Robinson,IND,"December 19, 2020"
88,Josh Gray,IND,"December 19, 2020"
89,Justin Wright-Foreman,NOP,"December 19, 2020"
90,Chasson Randle,OKC,"December 19, 2020"
91,Norvel Pelle,CLE,"December 19, 2020"
92,Josh Reaves,HOU,"December 19, 2020"
93,William McDowell-White,HOU,"December 19, 2020"
94,Matt Mooney,CLE,"December 19, 2020"
95,Oshae Brisset,TOR,"December 19, 2020"
96,Henry Ellenson,TOR,"December 19, 2020"
97,Alize Johnson,TOR,"December 19, 2020"
98,Dewan Hernandez,TOR,"December 19, 2020"
99,Tres Tinkle,TOR,"December 19, 2020"
100,Breein Tyree,TOR,"December 19, 2020"
101,Devin Cannady,ORL,"December 19, 2020"
102,Jeff Dowtin,ORL,"December 19, 2020"
103,Elijah Pemberton,GSW,"December 19, 2020"
104,Amile Jefferson,BOS,"December 19, 2020"
105,Chris Chiozza,BRK,"December 19, 2020"
106,Paul Eboua,BRK,"December 19, 2020"
107,Elie Okobo,BRK,"December 19, 2020"
108,Keandre Cook,CHO,"December 19, 2020"
109,Javin DeLaurier,CHO,"December 19, 2020"
110,Xavier Sneed,CHO,"December 19, 2020"
111,Kahlil Whitney,CHO,"December 19, 2020"
112,Zach Norvell,CHI,"December 19, 2020"
113,Simisola Shittu,CHI,"December 19, 2020"
114,Charles Matthews,CLE,"December 19, 2020"
115,Levi Randolph,CLE,"December 19, 2020"
116,Courtney Lee,DAL,"December 19, 2020"
117,Juan Toscano-Anderson,GSW,"December 19, 2020"
118,Gerald Green,HOU,"December 19, 2020"
119,Trey Mourning,HOU,"December 19, 2020"
120,Naz Mitrou-Long,IND,"December 19, 2020"
121,Bennie Boatwright,MEM,"December 19, 2020"
122,Shaq Buchanan,MEM,"December 19, 2020"
123,Ahmad Caver,MEM,"December 19, 2020"
124,B.J. Johnson,MIA,"December 19, 2020"
125,Treveon Graham,MIL,"December 19, 2020"
126,Nik Stauskas,MIL,"December 19, 2020"
127,Charlie Brown Jr.,MIN,"December 19, 2020"
128,Tyler Cook,MIN,"December 19, 2020"
129,Rondae Hollis-Jefferson,MIN,"December 19, 2020"
130,Rawle Alkins,NOP,"December 19, 2020"
131,Ike Anigbogu,NOP,"December 19, 2020"
132,Tony Carr,NOP,"December 19, 2020"
133,Jarrod Uthoff,NOP,"December 19, 2020"
134,Bryce Brown,NYK,"December 19, 2020"
135,Michael Kidd-Gilchrist,NYK,"December 19, 2020"
136,Myles Powell,NYK,"December 19, 2020"
137,Justin Anderson,PHI,"December 19, 2020"
138,Johnathan Motley,PHO,"December 19, 2020"
139,Robert Franks,ORL,"December 19, 2020"
140,Jon Teske,ORL,"December 19, 2020"
141,Frank Kaminsky,SAC,"December 19, 2020"
142,Cam Reynolds,SAS,"December 19, 2020"
143,Tyler Zeller,SAS,"December 19, 2020"
144,Dzanan Musa,DET,"December 20, 2020"
145,Chimezie Metu,SAC,"December 21, 2020"
146,Frank Jackson,OKC,"December 21, 2020"
147,Omari Spellman,NYK,"January 7, 2021"
148,Bruno Caboclo,HOU,"January 14, 2021"
149,Thon Maker,CLE,"January 14, 2021"
150,AnÅ¾ejs PaseÄÅiks,WAS,"January 17, 2021"
151,Alex Len,TOR,"January 19, 2021"
152,Chris Clemons,HOU,"January 22, 2021"
153,Ashton Hagans,MIN,"February 13, 2021"
154,Sindarius Thornwell,NOP,"February 22, 2021"
155,Noah Vonleh,BRK,"February 23, 2021"
156,Iman Shumpert,BRK,"February 23, 2021"
157,Andre Roberson,BRK,"February 23, 2021"
158,Damian Jones,PHO,"February 23, 2021"
159,DeMarcus Cousins,HOU,"February 23, 2021"
160,Shaquille Harrison,UTA,"February 24, 2021"
161,Glenn Robinson,SAC,"February 24, 2021"
162,Quinn Cook,LAL,"February 24, 2021"
163,Marques Bolden,CLE,"February 24, 2021"
164,Blake Griffin,DET,"March 5, 2021"
165,Mason Jones,HOU,"March 8, 2021"
166,Jalen Lecque,IND,"March 25, 2021"
167,Meyers Leonard,OKC,"March 25, 2021"
168,Jabari Parker,SAC,"March 25, 2021"
169,Mfiondu Kabengele,SAC,"March 25, 2021"
170,LaMarcus Aldridge,SAS,"March 25, 2021"
171,Andre Drummond,CLE,"March 26, 2021"
172,Gorgui Dieng,MEM,"March 26, 2021"
173,Paul Reed,PHI,"March 26, 2021"
174,Jeff Teague,ORL,"March 27, 2021"
175,Terrance Ferguson,NYK,"March 28, 2021"
176,Vincent Poirier,NYK,"March 28, 2021"
177,Austin Rivers,OKC,"March 28, 2021"
178,Marquese Chriss,SAS,"March 28, 2021"
179,Moses Brown,OKC,"March 28, 2021"
180,DaQuan Jeffries,SAC,"April 3, 2021"
181,Justin Patton,HOU,"April 3, 2021"
182,Ben McLemore,HOU,"April 3, 2021"
183,Justin Jackson,OKC,"April 5, 2021"
184,Ignas Brazdeikis,PHI,"April 8, 2021"
185,Gary Clark,DEN,"April 8, 2021"
186,Jerome Robinson,WAS,"April 8, 2021"
187,Darius Miller,OKC,"April 8, 2021"
188,Khem Birch,ORL,"April 8, 2021"
189,Greg Whittington,DEN,"April 9, 2021"
190,Patrick McCaw,TOR,"April 9, 2021"
191,Will Magnay,NOP,"April 12, 2021"
192,Karim ManÃ©,ORL,"April 13, 2021"
193,Devin Cannady,ORL,"April 13, 2021"
194,Moritz Wagner,BOS,"April 16, 2021"
195,Jared Harper,NYK,"April 23, 2021"
196,LaMarcus Aldridge,BRK,"April 23, 2021"
197,Brian Bowen II,IND,"April 23, 2021"
198,Myles Powell,NYK,"April 24, 2021"
199,Chris Silva,SAC,"April 27, 2021"
200,Donta Hall,ORL,"May 2, 2021"
201,Devin Cannady,ORL,"May 4, 2021"
202,Mason Jones,PHI,"May 6, 2021"
203,Rodions Kurucs,MIL,"May 12, 2021"
204,Khyri Thomas,HOU,"May 13, 2021"
205,DaQuan Jeffries,HOU,"May 13, 2021"
206,Matthew Hurt,HOU,"September 24, 2021"
