,player,team_from,date
56,Xavier Sneed,CHO,"October 8, 2021"
57,Shaq Buchanan,MEM,"October 8, 2021"
58,Jared Harper,NOP,"October 9, 2021"
59,Zylan Cheatham,NOP,"October 9, 2021"
60,Jaylen Morris,SAS,"October 9, 2021"
61,Denzel Mahoney,SAS,"October 9, 2021"
62,Edmond Sumner,BRK,"October 10, 2021"
63,Langston Galloway,GSW,"October 10, 2021"
64,Matt Ryan,DEN,"October 10, 2021"
65,Luka Å amaniÄ,SAS,"October 11, 2021"
66,Johnny O'Bryant,MIL,"October 11, 2021"
67,Ethan Thompson,CHI,"October 11, 2021"
68,Daniel Oturu,CHI,"October 11, 2021"
69,Jahlil Okafor,ATL,"October 11, 2021"
70,Rob Edwards,OKC,"October 11, 2021"
71,Josh Gray,BRK,"October 11, 2021"
72,Bryce Brown,BRK,"October 11, 2021"
73,D.J. Steward,SAC,"October 12, 2021"
74,Matt Coleman,SAC,"October 12, 2021"
75,Jeremiah Tilmon,ORL,"October 12, 2021"
76,Jaylen Hoard,OKC,"October 12, 2021"
77,Tyler Hall,NYK,"October 12, 2021"
78,Brodric Thomas,CLE,"October 12, 2021"
79,Mfiondu Kabengele,CLE,"October 12, 2021"
80,Jemerrio Jones,MIL,"October 12, 2021"
81,Wenyen Gabriel,NOP,"October 13, 2021"
82,Malcolm Hill,NOP,"October 13, 2021"
83,James Banks III,NOP,"October 13, 2021"
84,Jordan Schakel,WAS,"October 13, 2021"
85,Jay Huff,WAS,"October 13, 2021"
86,Reggie Perry,TOR,"October 13, 2021"
87,Freddie Gillespie,TOR,"October 13, 2021"
88,Braxton Key,PHI,"October 13, 2021"
89,Jared Brownridge,PHI,"October 13, 2021"
90,Mac McClung,LAL,"October 13, 2021"
91,Quinndary Weatherspoon,GSW,"October 13, 2021"
92,Tyler Bey,HOU,"October 13, 2021"
93,MaCio Teague,UTA,"October 14, 2021"
94,Marques Bolden,UTA,"October 14, 2021"
95,Derrick Alston Jr.,UTA,"October 14, 2021"
96,Damyean Dotson,SAS,"October 14, 2021"
97,Jordan Burns,SAS,"October 14, 2021"
98,Damien Jefferson,SAC,"October 14, 2021"
99,Ade Murkey,SAC,"October 14, 2021"
100,Melvin Frazier,OKC,"October 14, 2021"
101,Elijah Bryant,MIL,"October 14, 2021"
102,Rayjon Tucker,MIL,"October 14, 2021"
103,Frank Mason,LAL,"October 14, 2021"
104,Moses Wright,LAC,"October 14, 2021"
105,George King,LAC,"October 14, 2021"
106,Bryce Alford,CHI,"October 14, 2021"
107,Myles Powell,NYK,"October 14, 2021"
108,Dwayne Bacon,NYK,"October 14, 2021"
109,Cameron McGriff,CHO,"October 14, 2021"
110,Jalen Crutcher,CHO,"October 14, 2021"
111,Romeo Weems,MEM,"October 14, 2021"
112,Sean McDermott,MEM,"October 14, 2021"
113,Scotty Hopson,OKC,"October 14, 2021"
114,Feron Hunt,DAL,"October 15, 2021"
115,Carlik Jones,DAL,"October 15, 2021"
116,Jordan Bell,GSW,"October 15, 2021"
117,Nate Hinton,IND,"October 15, 2021"
118,Zavier Simpson,OKC,"October 15, 2021"
119,Keifer Sykes,IND,"October 15, 2021"
120,Terry Taylor,IND,"October 15, 2021"
121,Tyrell Terry,DAL,"October 15, 2021"
122,Joel Ayayi,LAL,"October 15, 2021"
123,Alex AntetoKounmpo,TOR,"October 15, 2021"
124,Ryan Arcidiacono,BOS,"October 15, 2021"
125,LiAngelo Ball,CHO,"October 15, 2021"
126,Giorgi Bezhanishvili,DEN,"October 15, 2021"
127,Tarik Black,DEN,"October 15, 2021"
128,Jordan Bowden,BRK,"October 15, 2021"
129,Brian Bowen II,MIN,"October 15, 2021"
130,Chaundee Brown Jr.,LAL,"October 15, 2021"
131,Devin Cannady,ORL,"October 15, 2021"
132,Ahmad Caver,MEM,"October 15, 2021"
133,Marcus Foster,HOU,"October 15, 2021"
134,Josh Hall,TOR,"October 15, 2021"
135,Johnny Hamilton,ATL,"October 15, 2021"
136,DaQuan Jeffries,ATL,"October 15, 2021"
137,Matt Lewis,MIN,"October 15, 2021"
138,Isaiah Miller,MIN,"October 15, 2021"
139,Juwan Morgan,BOS,"October 15, 2021"
140,Cameron Oliver,LAL,"October 15, 2021"
141,John Petty Jr.,NOP,"October 15, 2021"
142,Trevelin Queen,LAL,"October 15, 2021"
143,Brandon Rachal,BRK,"October 15, 2021"
144,Davon Reed,DEN,"October 15, 2021"
145,Chris Silva,MIN,"October 15, 2021"
146,Ibi Watson,ATL,"October 15, 2021"
147,D.J. Wilson,OKC,"October 15, 2021"
148,Justin Anderson,IND,"October 16, 2021"
149,Mitch Ballock,CLE,"October 16, 2021"
150,Troy Baxter Jr.,CHI,"October 16, 2021"
151,Bennie Boatwright,IND,"October 16, 2021"
152,Avery Bradley,GSW,"October 16, 2021"
153,Devontae Cacok,BRK,"October 16, 2021"
154,Marquese Chriss,POR,"October 16, 2021"
155,Chris Clemons,BOS,"October 16, 2021"
156,Quinn Cook,POR,"October 16, 2021"
157,Derek Culver,IND,"October 16, 2021"
158,Jared Cunningham,DET,"October 16, 2021"
159,Nate Darling,LAC,"October 16, 2021"
160,Javin DeLaurier,MIL,"October 16, 2021"
161,Mamadi Diakite,OKC,"October 16, 2021"
162,Jeff Dowtin,ORL,"October 16, 2021"
163,Kris Dunn,MEM,"October 16, 2021"
164,Jaime Echenique,WAS,"October 16, 2021"
165,Vince Edwards,MIN,"October 16, 2021"
166,Dante Exum,HOU,"October 16, 2021"
167,L.J. Figueroa,GSW,"October 16, 2021"
168,Wenyen Gabriel,MIL,"October 16, 2021"
169,Garrison Mathews,BOS,"October 16, 2021"
170,Harry Giles,LAC,"October 16, 2021"
171,Brandon Goodwin,NYK,"October 16, 2021"
172,Jordan Goodwin,WAS,"October 16, 2021"
173,Hassani Gravett,ORL,"October 16, 2021"
174,Kyle Guy,CLE,"October 16, 2021"
175,Ashton Hagans,TOR,"October 16, 2021"
176,Shaquille Harrison,PHI,"October 16, 2021"
177,Matthew Hurt,MEM,"October 16, 2021"
178,Justin Jackson,DAL,"October 16, 2021"
179,Justin James,CLE,"October 16, 2021"
180,Justin Jaworski,OKC,"October 16, 2021"
181,B.J. Johnson,ORL,"October 16, 2021"
182,Nino Johnson,UTA,"October 16, 2021"
183,Stanley Johnson,CHI,"October 16, 2021"
184,Brandon Knight,NYK,"October 16, 2021"
185,Luke Kornet,BOS,"October 16, 2021"
186,Jalen Lecque,MIL,"October 16, 2021"
187,Mychal Mulder,GSW,"October 16, 2021"
188,E.J. Onu,DAL,"October 16, 2021"
189,Patrick Patterson,POR,"October 16, 2021"
190,Gary Payton II,GSW,"October 16, 2021"
191,Theo Pinson,BOS,"October 16, 2021"
192,Micah Potter,MIA,"October 16, 2021"
193,Chasson Randle,PHO,"October 16, 2021"
194,Olivier Sarr,OKC,"October 16, 2021"
195,Admiral Schofield,ORL,"October 16, 2021"
196,Devontae Shuler,WAS,"October 16, 2021"
197,Aamir Simms,NYK,"October 16, 2021"
198,Javonte Smart,MIA,"October 16, 2021"
199,Dru Smith,MIA,"October 16, 2021"
200,Cassius Stanley,DET,"October 16, 2021"
201,Nik Stauskas,DEN,"October 16, 2021"
202,D. J. Stewart Jr.,MIA,"October 16, 2021"
203,David Stockton,MEM,"October 16, 2021"
204,Emanuel Terry,SAC,"October 16, 2021"
205,Axel Toupane,GSW,"October 16, 2021"
206,Breein Tyree,TOR,"October 16, 2021"
207,Christian Vital,HOU,"October 16, 2021"
208,Ishmail Wainright,TOR,"October 16, 2021"
209,M.J. Walker,NYK,"October 16, 2021"
210,Derrick Walton Jr.,DET,"October 16, 2021"
211,Tremont Waters,MIL,"October 16, 2021"
212,Jabari Parker,BOS,"October 17, 2021"
213,Al-Farouq Aminu,SAS,"October 18, 2021"
214,Mfiondu Kabengele,HOU,"October 18, 2021"
215,Wesley Iwundu,CHO,"October 18, 2021"
216,Anthony Lamb,HOU,"October 18, 2021"
217,Sam Dekker,TOR,"November 6, 2021"
218,Sekou Doumbouya,LAL,"November 16, 2021"
219,Justin Robinson,MIL,"November 29, 2021"
220,Georgios Kalaitzakis,MIL,"December 3, 2021"
221,DeJon Jarreau,IND,"December 15, 2021"
222,Alize Johnson,CHI,"December 16, 2021"
223,Danuel House,HOU,"December 18, 2021"
224,Grant Riller,PHI,"December 19, 2021"
225,Chaundee Brown Jr.,LAL,"December 21, 2021"
226,Daulton Hommes,NOP,"December 21, 2021"
227,Eugene Omoruyi,DAL,"December 26, 2021"
228,Brad Wanamaker,IND,"December 27, 2021"
229,Anthony Tolliver,NOP,"December 27, 2021"
230,Sam Merrill,MEM,"January 1, 2022"
231,Jeff Dowtin,GSW,"January 2, 2022"
232,Wayne Selden,NYK,"January 3, 2022"
233,Gabriel Deck,OKC,"January 4, 2022"
234,Chandler Hutchison,PHO,"January 4, 2022"
235,Denzel Valentine,NYK,"January 5, 2022"
236,Kelan Martin,IND,"January 6, 2022"
237,DeMarcus Cousins,MIL,"January 6, 2022"
238,Mychal Mulder,ORL,"January 6, 2022"
239,Craig Sword,WAS,"January 6, 2022"
240,Alize Johnson,WAS,"January 6, 2022"
241,Gary Clark,NOP,"January 7, 2022"
242,Miye Oni,OKC,"January 7, 2022"
243,Jabari Parker,BOS,"January 7, 2022"
244,Tacko Fall,CLE,"January 9, 2022"
245,Jared Harper,NOP,"January 9, 2022"
246,Petr Cornelie,DEN,"January 9, 2022"
247,JaQuori McLaughlin,DAL,"January 10, 2022"
248,Aaron Henry,PHI,"January 11, 2022"
249,Jay Huff,LAL,"January 12, 2022"
250,Malik Fitts,UTA,"January 13, 2022"
251,Ja'Vonte Smart,MIL,"January 13, 2022"
252,Lance Stephenson,IND,"January 14, 2022"
253,Willie Cauley-Stein,DAL,"January 15, 2022"
254,Marcus Garrett,MIA,"January 16, 2022"
255,Devon Dotson,CHI,"January 17, 2022"
256,Solomon Hill,NYK,"January 19, 2022"
257,Cody Zeller,POR,"February 8, 2022"
258,Moses Brown,DAL,"February 10, 2022"
259,DeAndre' Bembry,BRK,"February 10, 2022"
260,D.J. Augustin,HOU,"February 10, 2022"
261,Robert Woodard,SAC,"February 10, 2022"
262,Jahmi'us Ramsey,SAC,"February 10, 2022"
263,Abdel Nader,PHO,"February 10, 2022"
264,Drew Eubanks,TOR,"February 10, 2022"
265,P.J. Dozier,ORL,"February 10, 2022"
266,Armoni Brooks,HOU,"February 10, 2022"
267,Paul Watson,OKC,"February 10, 2022"
268,Michael Carter-Williams,ORL,"February 10, 2022"
269,E'Twaun Moore,ORL,"February 10, 2022"
270,KZ Okpala,OKC,"February 11, 2022"
271,Enes Freedom,HOU,"February 14, 2022"
272,Goran Dragic,SAS,"February 14, 2022"
273,Louis King,SAC,"February 17, 2022"
274,Tristan Thompson,IND,"February 17, 2022"
275,Alfonzo McKinnie,CHI,"February 19, 2022"
276,Kevin Pangos,CLE,"February 19, 2022"
277,Dennis Smith,POR,"February 21, 2022"
278,Jevon Carter,BRK,"February 22, 2022"
279,Tomas Satoransky,SAS,"February 26, 2022"
280,DeAndre Jordan,LAL,"March 1, 2022"
281,Sekou Doumbouya,LAL,"March 1, 2022"
282,Joel Ayayi,WAS,"March 8, 2022"
283,Luka Å amaniÄ,NYK,"March 17, 2022"
284,Kyle Guy,MIA,"March 24, 2022"
285,Semi Ojeleye,LAC,"March 26, 2022"
286,Chris Smith,DET,"April 3, 2022"
287,Olivier Sarr,OKC,"April 6, 2022"
288,Frank Kaminsky,PHO,"April 7, 2022"
289,DeAndre' Bembry,MIL,"April 7, 2022"
290,Trevor Ariza,LAL,"April 7, 2022"
291,RJ Nembhard,CLE,"April 7, 2022"
292,James Johnson,BRK,"April 7, 2022"
293,Keifer Sykes,IND,"April 7, 2022"
294,John Wall,HOU,"June 28, 2022"
295,Juan Hernangomez,UTA,"June 30, 2022"
