,player,team_from,date
70,Devontae Cacok,POR,"October 7, 2022"
71,Adonis Arms,DEN,"October 7, 2022"
72,Jahmi'us Ramsey,OKC,"October 8, 2022"
73,Zavier Simpson,ORL,"October 8, 2022"
74,Aleem Ford,ORL,"October 8, 2022"
75,Javante McCoy,LAL,"October 8, 2022"
76,Dwayne Bacon,LAL,"October 8, 2022"
77,Alex Morales,ORL,"October 8, 2022"
78,Darius Days,MIA,"October 9, 2022"
79,Chris Silva,ATL,"October 9, 2022"
80,Tyson Etienne,ATL,"October 9, 2022"
81,Malik Ellison,ATL,"October 9, 2022"
82,Armoni Brooks,ATL,"October 9, 2022"
83,Trevelin Queen,PHI,"October 9, 2022"
84,Saben Lee,UTA,"October 9, 2022"
85,John Petty Jr.,NOP,"October 10, 2022"
86,John Butler,NOP,"October 10, 2022"
87,Tommy Kuhse,SAS,"October 10, 2022"
88,Jacob Gilyard,MEM,"October 10, 2022"
89,Justin Bean,MEM,"October 10, 2022"
90,Patrick McCaw,PHI,"October 10, 2022"
91,Justin Smith,PHI,"October 10, 2022"
92,Luka Å amaniÄ,BOS,"October 10, 2022"
93,L.J. Figueroa,LAL,"October 10, 2022"
94,Mac McClung,PHI,"October 10, 2022"
95,Jaden Shackelford,OKC,"October 10, 2022"
96,Frank Jackson,PHO,"October 11, 2022"
97,Theo Maledon,HOU,"October 11, 2022"
98,Kellan Grady,DEN,"October 11, 2022"
99,Henri Drell,CHI,"October 11, 2022"
100,A.J. Reeves,BOS,"October 11, 2022"
101,Maurice Harkless,HOU,"October 11, 2022"
102,Darryl Morsell,UTA,"October 11, 2022"
103,Bryce Hamilton,LAL,"October 11, 2022"
104,Abdul Gaddy,OKC,"October 11, 2022"
105,Chaundee Brown Jr.,SAS,"October 11, 2022"
106,Trhae Mitchell,HOU,"October 12, 2022"
107,Jeenathan Williams,UTA,"October 12, 2022"
108,Noah Kirkwood,BRK,"October 12, 2022"
109,Brodric Thomas,BOS,"October 12, 2022"
110,Makur Maker,WAS,"October 12, 2022"
111,Drake Jeffries,ORL,"October 12, 2022"
112,D.J. Stewart Jr.,DAL,"October 12, 2022"
113,Tyler Hall,DAL,"October 12, 2022"
114,Mouhamadou Gueye,DAL,"October 12, 2022"
115,Marcus Bingham Jr.,DAL,"October 12, 2022"
116,Jared Rhoden,POR,"October 12, 2022"
117,Isaiah Miller,POR,"October 12, 2022"
118,Skylar Mays,PHI,"October 12, 2022"
119,Luca Vildoza,MIL,"October 12, 2022"
120,Ethan Thompson,CHI,"October 12, 2022"
121,Reginald Kissoonlal,BOS,"October 12, 2022"
122,Stephen Zimmerman,SAS,"October 13, 2022"
123,Quinn Cook,SAC,"October 13, 2022"
124,Kent Bazemore,SAC,"October 13, 2022"
125,Saben Lee,PHO,"October 13, 2022"
126,Isaiah Joe,PHI,"October 13, 2022"
127,Charles Bassey,PHI,"October 13, 2022"
128,Orlando Robinson,MIA,"October 13, 2022"
129,Mychal Mulder,MIA,"October 13, 2022"
130,Marcus Garrett,MIA,"October 13, 2022"
131,Jamaree Bouyea,MIA,"October 13, 2022"
132,Sean McDermott,MEM,"October 13, 2022"
133,Matthew Hurt,MEM,"October 13, 2022"
134,Xavier Moon,LAC,"October 13, 2022"
135,Malik Fitts,LAC,"October 13, 2022"
136,Nate Darling,LAC,"October 13, 2022"
137,Quinndary Weatherspoon,GSW,"October 13, 2022"
138,Lester Quinones,GSW,"October 13, 2022"
139,Adam Mokoka,OKC,"October 13, 2022"
140,Jules Bernard,DET,"October 13, 2022"
141,Devontae Cacok,DET,"October 14, 2022"
142,Chasson Randle,DEN,"October 14, 2022"
143,D.J. Wilson,TOR,"October 14, 2022"
144,Josh Jackson,TOR,"October 14, 2022"
145,Gabe Brown,TOR,"October 14, 2022"
146,CJ Elleby,MIN,"October 14, 2022"
147,PJ Dozier,MIN,"October 14, 2022"
148,Deividas Sirvydis,IND,"October 14, 2022"
149,Langston Galloway,IND,"October 14, 2022"
150,A.J. Lawson,MIN,"October 14, 2022"
151,Anthony Duruji,CHO,"October 14, 2022"
152,Jaylen Sims,CHO,"October 14, 2022"
153,Jordan Ford,SAC,"October 14, 2022"
154,Wesley Iwundu,SAC,"October 14, 2022"
155,Donovan Williams,BRK,"October 14, 2022"
156,Romeo Weems,MEM,"October 14, 2022"
157,E.J. Onu,MEM,"October 14, 2022"
158,Justin Lewis,CHI,"October 14, 2022"
159,Carlik Jones,CHI,"October 14, 2022"
160,Jontay Porter,MIL,"October 14, 2022"
161,Okaro White,CHI,"October 14, 2022"
162,Craig Sword,WAS,"October 15, 2022"
163,Quenton Jackson,WAS,"October 15, 2022"
164,Jaime Echenique,WAS,"October 15, 2022"
165,Devon Dotson,WAS,"October 15, 2022"
166,Cody Zeller,UTA,"October 15, 2022"
167,Isaiah Miller,UTA,"October 15, 2022"
168,Stanley Johnson,UTA,"October 15, 2022"
169,Frank Jackson,UTA,"October 15, 2022"
170,Tyler Cook,UTA,"October 15, 2022"
171,Jared Butler,UTA,"October 15, 2022"
172,Christian Vital,TOR,"October 15, 2022"
173,Reggie Perry,TOR,"October 15, 2022"
174,David Johnson,TOR,"October 15, 2022"
175,Ryan Hawkins,TOR,"October 15, 2022"
176,Alize Johnson,SAS,"October 15, 2022"
177,Jalen Adaway,SAS,"October 15, 2022"
178,Alex O'Connell,SAC,"October 15, 2022"
179,Sam Merrill,SAC,"October 15, 2022"
180,Jeriah Horne,SAC,"October 15, 2022"
181,TimothÃ© Luwawu-Cabarrot,PHO,"October 15, 2022"
182,Adonis Arms,PHO,"October 15, 2022"
183,Aminu Mohammed,PHI,"October 15, 2022"
184,Sekou Doumbouya,PHI,"October 15, 2022"
185,Simisola Shittu,ORL,"October 15, 2022"
186,Jay Scrubb,ORL,"October 15, 2022"
187,Devin Cannady,ORL,"October 15, 2022"
188,Scotty Hopson,OKC,"October 15, 2022"
189,DaQuan Jeffries,NYK,"October 15, 2022"
190,Jalen Harris,NYK,"October 15, 2022"
191,James Akinjo,NYK,"October 15, 2022"
192,Javonte Smart,NOP,"October 15, 2022"
193,Daeqwon Plowden,NOP,"October 15, 2022"
194,Kelan Martin,NOP,"October 15, 2022"
195,Zylan Cheatham,NOP,"October 15, 2022"
196,Phillip Wheeler,MIN,"October 15, 2022"
197,Emmanuel Mudiay,MIN,"October 15, 2022"
198,Matt Lewis,MIN,"October 15, 2022"
199,Lindell Wigginton,MIL,"October 15, 2022"
200,Marques Bolden,MIL,"October 15, 2022"
201,D.J. Stewart Jr.,MIA,"October 15, 2022"
202,Jon Elmore,MIA,"October 15, 2022"
203,Killian Tillie,MEM,"October 15, 2022"
204,Dakota Mathias,MEM,"October 15, 2022"
205,Nate Pierre-Louis,LAL,"October 15, 2022"
206,Jay Huff,LAL,"October 15, 2022"
207,Shaquille Harrison,LAL,"October 15, 2022"
208,Bryson Williams,LAC,"October 15, 2022"
209,Jermaine Samuels,IND,"October 15, 2022"
210,Tevin Brown,IND,"October 15, 2022"
211,Eli Brooks,IND,"October 15, 2022"
212,Pierria Henry,HOU,"October 15, 2022"
213,Willie Cauley-Stein,HOU,"October 15, 2022"
214,Pat Spencer,GSW,"October 15, 2022"
215,Jerome Robinson,GSW,"October 15, 2022"
216,Stanley Umude,DET,"October 15, 2022"
217,Grant Golden,DEN,"October 15, 2022"
218,Jamorko Pickett,CLE,"October 15, 2022"
219,RJ Nembhard,CLE,"October 15, 2022"
220,Nate Hinton,CLE,"October 15, 2022"
221,Mamadi Diakite,CLE,"October 15, 2022"
222,Sharife Cooper,CLE,"October 15, 2022"
223,Xavier Sneed,CHO,"October 15, 2022"
224,Jalen Crutcher,CHO,"October 15, 2022"
225,LiAngelo Ball,CHO,"October 15, 2022"
226,Ty-Shon Alexander,CHO,"October 15, 2022"
227,RaiQuan Gray,BRK,"October 15, 2022"
228,Chris Chiozza,BRK,"October 15, 2022"
229,Marial Shayok,BOS,"October 15, 2022"
230,Jake Layman,BOS,"October 15, 2022"
231,Eric Demers,BOS,"October 15, 2022"
232,Jared Rhoden,ATL,"October 15, 2022"
233,Elijah Hughes,MIL,"October 15, 2022"
234,Grant Riller,DAL,"October 15, 2022"
235,Charlie Brown Jr.,PHI,"October 16, 2022"
236,Saben Lee,TOR,"October 16, 2022"
237,Joe Wieskamp,SAS,"October 17, 2022"
238,David Nwaba,OKC,"October 17, 2022"
239,Marquese Chriss,OKC,"October 17, 2022"
240,Trey Burke,OKC,"October 17, 2022"
241,Derrick Favors,HOU,"October 17, 2022"
242,Kemba Walker,DET,"October 17, 2022"
243,Marcos Louzada Silva,CLE,"October 17, 2022"
244,Eric Paschall,MIN,"October 19, 2022"
245,Jordan Hall,SAS,"October 24, 2022"
246,Josh Primo,SAS,"October 28, 2022"
247,Dru Smith,MIA,"November 13, 2022"
248,Olivier Sarr,POR,"November 18, 2022"
249,Jordan Schakel,WAS,"November 20, 2022"
250,Michael Foster Jr.,PHI,"November 23, 2022"
251,Orlando Robinson,MIA,"November 25, 2022"
252,Facundo Campazzo,DAL,"November 28, 2022"
253,Feron Hunt,NYK,"November 29, 2022"
254,Jordan Hall,SAS,"November 29, 2022"
255,Matt Ryan,LAL,"December 1, 2022"
256,A.J. Lawson,MIN,"December 7, 2022"
257,Dru Smith,MIA,"December 11, 2022"
258,Alize Johnson,SAS,"December 13, 2022"
259,Kostas Antetokounmpo,CHI,"December 16, 2022"
260,Saben Lee,PHI,"December 26, 2022"
261,Braxton Key,DET,"December 26, 2022"
262,Tyler Dorsey,DAL,"December 26, 2022"
263,Justin Champagnie,TOR,"December 29, 2022"
264,Noah Vonleh,SAS,"January 5, 2023"
265,Gorgui Dieng,SAS,"January 5, 2023"
266,Chima Moneke,SAC,"January 6, 2023"
267,Kemba Walker,DAL,"January 6, 2023"
268,Alondes Williams,BRK,"January 12, 2023"
269,Jarrett Culver,ATL,"January 14, 2023"
270,Devon Dotson,WAS,"January 17, 2023"
271,Duane Washington Jr.,PHO,"February 1, 2023"
272,Deonte Burton,SAC,"February 7, 2023"
273,Greg Brown III,POR,"February 9, 2023"
274,Boban MarjanoviÄ,HOU,"February 9, 2023"
275,Terry Taylor,IND,"February 9, 2023"
276,James Johnson,IND,"February 9, 2023"
277,Goga Bitadze,IND,"February 9, 2023"
278,Dewayne Dedmon,SAS,"February 9, 2023"
279,Bryn Forbes,MIN,"February 9, 2023"
280,Justin Jackson,OKC,"February 10, 2023"
281,Serge Ibaka,IND,"February 11, 2023"
282,Patrick Beverley,ORL,"February 12, 2023"
283,Danny Green,HOU,"February 12, 2023"
284,Reggie Jackson,CHO,"February 12, 2023"
285,Stanley Johnson,SAS,"February 12, 2023"
286,Terrence Ross,ORL,"February 12, 2023"
287,John Wall,HOU,"February 12, 2023"
288,Justin Holiday,HOU,"February 13, 2023"
289,Julian Champagnie,PHI,"February 14, 2023"
290,Chris Silva,DAL,"February 14, 2023"
291,Leandro Bolmaro,UTA,"February 16, 2023"
292,Moses Brown,LAC,"February 17, 2023"
293,Kevin Love,CLE,"February 18, 2023"
294,Russell Westbrook,UTA,"February 20, 2023"
295,Nate Darling,LAC,"February 21, 2023"
296,Malcolm Hill,CHI,"February 21, 2023"
297,Will Barton,WAS,"February 21, 2023"
298,Tony Bradley,CHI,"February 21, 2023"
299,R.J. Hampton,ORL,"February 21, 2023"
300,Trevor Keels,NYK,"February 23, 2023"
301,KZ Okpala,SAC,"February 25, 2023"
302,Eugene Omoruyi,OKC,"February 26, 2023"
303,Nerlens Noel,DET,"February 27, 2023"
304,Juan Hernangomez,TOR,"February 28, 2023"
305,Goran Dragic,CHI,"February 28, 2023"
306,Vernon Carey Jr.,WAS,"March 1, 2023"
307,Sandro Mamukelashvili,MIL,"March 1, 2023"
308,Keaton Wallace,LAC,"March 1, 2023"
309,Isaiah Roby,SAS,"March 3, 2023"
310,DaQuan Jeffries,NYK,"March 5, 2023"
311,Moses Brown,NYK,"March 12, 2023"
312,Trevelin Queen,IND,"March 29, 2023"
313,Ryan Arcidiacono,POR,"April 1, 2023"
314,Dereon Seabron,NOP,"April 6, 2023"
315,Kennedy Chandler,MEM,"April 8, 2023"
316,Davon Reed,LAL,"April 9, 2023"
317,Jay Scrubb,ORL,"June 5, 2023"
318,Trendon Watford,POR,"June 20, 2023"
319,R.J. Hampton,DET,"June 23, 2023"
320,R.J. Hampton,DET,"June 23, 2023"
321,Donovan Williams,ATL,"June 26, 2023"
322,Eric Gordon,LAC,"June 28, 2023"
323,Taurean Prince,MIN,"June 28, 2023"
324,Shaquille Harrison,LAL,"June 29, 2023"
325,Mo Bamba,LAL,"June 29, 2023"
326,Daishen Nix,HOU,"June 29, 2023"
