,player,team_from,date
146,Michael Gbinije,GSW,"October 14, 2017"
147,Beno Udrih,DET,"October 14, 2017"
148,Maalik Wayns,DAL,"October 14, 2017"
149,Jameel Warney,DAL,"October 14, 2017"
150,PJ Dozier,DAL,"October 14, 2017"
151,Bronson Koenig,CHI,"October 14, 2017"
152,Jaylen Johnson,CHI,"October 14, 2017"
153,T.J. Williams,CHO,"October 14, 2017"
154,Luke Petrasek,CHO,"October 14, 2017"
155,Isaiah Hicks,CHO,"October 14, 2017"
156,Terry Henderson,CHO,"October 14, 2017"
157,Daniel Ochefu,BOS,"October 14, 2017"
158,Jeremy Evans,ATL,"October 14, 2017"
159,Quinn Cook,ATL,"October 14, 2017"
160,Tyler Cavanaugh,ATL,"October 14, 2017"
161,Richard Jefferson,ATL,"October 14, 2017"
162,Matt Williams,MIA,"October 15, 2017"
163,Jarrod Uthoff,IND,"October 15, 2017"
164,Wade Baldwin,MEM,"October 16, 2017"
165,Rade Zagorac,MEM,"October 16, 2017"
166,Joel Bolomboy,UTA,"October 16, 2017"
167,Gian Clavell,DAL,"October 16, 2017"
168,Diamond Stone,CHI,"October 16, 2017"
169,Jarell Eddie,CHI,"October 16, 2017"
170,Jameer Nelson,DEN,"October 18, 2017"
171,Jordan Crawford,NOP,"October 22, 2017"
172,K.J. McDaniels,TOR,"October 22, 2017"
173,Isaiah Canaan,HOU,"October 28, 2017"
174,Carrick Felix,WAS,"November 2, 2017"
175,Josh Smith,NOP,"November 10, 2017"
176,Mindaugas Kuzminskas,NYK,"November 12, 2017"
177,Gian Clavell,DAL,"November 17, 2017"
178,Derrick Jones Jr.,PHO,"December 7, 2017"
179,Sean Kilpatrick,BRK,"December 7, 2017"
180,NicolÃ¡s Brussino,ATL,"December 8, 2017"
181,Yakuba Ouattara,BRK,"December 17, 2017"
182,Gary Payton II,MIL,"December 18, 2017"
183,Jeff Withey,DAL,"December 19, 2017"
184,Antonius Cleveland,DAL,"December 19, 2017"
185,Kay Felder,CHI,"December 19, 2017"
186,Eric Griffin,UTA,"December 21, 2017"
187,Mike James,PHO,"December 22, 2017"
188,Nate Wolters,UTA,"December 22, 2017"
189,Matt Williams,MIA,"December 31, 2017"
190,Michael Young,WAS,"January 3, 2018"
191,Jacob Pullen,PHI,"January 4, 2018"
192,Bobby Brown,HOU,"January 5, 2018"
193,Jamil Wilson,LAC,"January 6, 2018"
194,Andrew Bogut,LAL,"January 6, 2018"
195,Joel Bolomboy,MIL,"January 7, 2018"
196,Damien Wilkins,IND,"January 7, 2018"
197,DeAndre Liggins,MIL,"January 7, 2018"
198,Jalen Jones,NOP,"January 8, 2018"
199,Kyle Collinsworth,DAL,"January 10, 2018"
200,Vander Blue,LAL,"January 12, 2018"
201,Ramon Sessions,NYK,"January 13, 2018"
202,Naz Mitrou-Long,UTA,"January 13, 2018"
203,Vince Hunter,MEM,"January 13, 2018"
204,Luis Montero,DET,"January 15, 2018"
205,Briante Weber,HOU,"January 15, 2018"
206,James Michael McAdoo,PHI,"January 15, 2018"
207,Jacob Wiley,BRK,"January 15, 2018"
208,Adreian Payne,ORL,"January 26, 2018"
209,Greg Monroe,PHO,"February 1, 2018"
210,Quincy Pondexter,CHI,"February 1, 2018"
211,Okaro White,ATL,"February 8, 2018"
212,A.J. Hammons,MIA,"February 8, 2018"
213,Johnny O'Bryant,NYK,"February 8, 2018"
214,Isaiah Canaan,PHO,"February 8, 2018"
215,Georgios Papagiannis,SAC,"February 8, 2018"
216,Sheldon Mac,ATL,"February 8, 2018"
217,Willie Reed,CHI,"February 8, 2018"
218,Tony Allen,CHI,"February 9, 2018"
219,Marco Belinelli,ATL,"February 9, 2018"
220,Josh McRoberts,DAL,"February 10, 2018"
221,Brandan Wright,MEM,"February 10, 2018"
222,Rashad Vaughn,NOP,"February 10, 2018"
223,Mike James,NOP,"February 10, 2018"
224,Derrick Rose,UTA,"February 10, 2018"
225,Joe Johnson,SAC,"February 11, 2018"
226,Bobby Brown,HOU,"February 12, 2018"
227,Troy Williams,HOU,"February 14, 2018"
228,Ersan Ä°lyasova,ATL,"February 26, 2018"
229,Trevor Booker,PHI,"February 28, 2018"
230,Corey Brewer,LAL,"February 28, 2018"
231,Shabazz Muhammad,MIN,"March 1, 2018"
232,Sean Kilpatrick,MIL,"March 2, 2018"
233,Rashad Vaughn,ORL,"March 7, 2018"
234,Mirza TeletoviÄ,MIL,"March 10, 2018"
235,Brandan Wright,HOU,"March 24, 2018"
236,Jaylen Johnson,CHI,"March 25, 2018"
237,C.J. Fair,CHI,"March 26, 2018"
238,James Young,PHI,"March 26, 2018"
239,Brice Johnson,MEM,"March 27, 2018"
240,Marquis Teague,MEM,"April 6, 2018"
241,Omri Casspi,GSW,"April 8, 2018"
242,Tim Quarterman,HOU,"April 11, 2018"
243,Tyler Cavanaugh,ATL,"May 11, 2018"
244,London Perrantes,CLE,"June 12, 2018"
245,Chris Boucher,GSW,"June 22, 2018"
246,Omari Johnson,MEM,"June 24, 2018"
247,Shelvin Mack,ORL,"June 25, 2018"
248,Tyler Ennis,LAL,"June 28, 2018"
249,Tyler Ulis,PHO,"June 30, 2018"
250,Cole Aldrich,MIN,"June 30, 2018"
251,Thomas Bryant,LAL,"June 30, 2018"
252,Isaiah Taylor,ATL,"June 30, 2018"
