,date,teams,players
22,"November 29, 2018","{'CLE', 'UTA'}","{'Alec Burks', 'Kyle Korver'}"
23,"December 7, 2018","{'MIL', 'WAS', 'CLE'}","{'John Henson', 'Sam Dekker', 'George Hill', 'Matthew Dellavedova', 'Jason Smith'}"
24,"December 17, 2018","{'PHO', 'WAS'}","{'Austin Rivers', 'Trevor Ariza', 'Kelly Oubre Jr.'}"
25,"January 3, 2019","{'MEM', 'CHI'}","{'Justin Holiday', 'Wayne Selden', 'MarShon Brooks'}"
26,"January 7, 2019","{'HOU', 'CHI'}",{'Michael Carter-Williams'}
27,"January 22, 2019","{'HOU', 'CHI'}","{'Carmelo Anthony', 'Tadija DragiÄ\x87eviÄ\x87', 'Jon Diebler'}"
28,"January 31, 2019","{'DAL', 'NYK'}","{'Wesley Matthews', 'Dennis Smith Jr.', 'DeAndre Jordan', 'Trey Burke', 'Kristaps PorziÅ\x86Ä£is', 'Courtney Lee', 'Tim Hardaway Jr.'}"
29,"February 1, 2019","{'OKC', 'CHI'}",{'TimothÃ© Luwawu-Cabarrot'}
30,"February 4, 2019","{'POR', 'CLE'}","{'Wade Baldwin', 'Rodney Hood', 'Nik Stauskas'}"
31,"February 6, 2019","{'LAC', 'PHI'}","{'Tobias Harris', 'Wilson Chandler', 'Mike Muscala', 'Landry Shamet', 'Boban MarjanoviÄ\x87', 'Mike Scott'}"
32,"February 6, 2019","{'DET', 'LAL'}","{'Reggie Bullock', 'Sviatoslav Mykhailiuk'}"
33,"February 6, 2019","{'TOR', 'PHI'}","{'Emir PreldÅ¾iÄ\x87', 'Malachi Richardson'}"
34,"February 6, 2019","{'PHO', 'MIA'}","{'Ryan Anderson', 'Wayne Ellington', 'Tyler Johnson'}"
35,"February 6, 2019","{'WAS', 'CHI'}","{'Otto Porter', 'Bobby Portis', 'Jabari Parker'}"
36,"February 7, 2019","{'DAL', 'SAC'}","{'Justin Jackson', 'Harrison Barnes', 'Zach Randolph'}"
37,"February 7, 2019","{'NOP', 'WAS'}","{'Wesley Johnson', 'Markieff Morris'}"
38,"February 7, 2019","{'SAC', 'CLE', 'HOU'}","{'Wade Baldwin', 'Alec Burks', 'Iman Shumpert', 'Brandon Knight', 'Marquese Chriss', 'Nik Stauskas'}"
39,"February 7, 2019","{'MIL', 'DET', 'NOP'}","{'Nikola MirotiÄ\x87', 'Jason Smith', 'Stanley Johnson', 'Thon Maker'}"
40,"February 7, 2019","{'LAC', 'MEM'}","{'JaMychal Green', 'Garrett Temple', 'Avery Bradley'}"
41,"February 7, 2019","{'LAC', 'LAL'}","{'Michael Beasley', 'Mike Muscala', 'Ivica Zubac'}"
42,"February 7, 2019","{'PHI', 'ORL'}","{'Jonathon Simmons', 'Markelle Fultz'}"
43,"February 7, 2019","{'TOR', 'BRK'}",{'Greg Monroe'}
44,"February 7, 2019","{'TOR', 'MEM'}","{'Marc Gasol', 'C.J. Miles', 'Jonas ValanÄ\x8diÅ«nas', 'Delon Wright'}"
45,"February 7, 2019","{'POR', 'SAC'}","{'Skal LabissiÃ¨re', 'Caleb Swanigan'}"
46,"February 7, 2019","{'PHI', 'HOU'}",{'James Ennis'}
47,"February 7, 2019","{'MEM', 'ATL'}","{'Shelvin Mack', 'Tyler Dorsey'}"
48,"February 7, 2019","{'BOS', 'ATL'}",{'Jabari Bird'}
49,"February 7, 2019","{'IND', 'HOU'}","{'Nik Stauskas', 'Wade Baldwin', 'Maarty Leunen'}"
50,"June 19, 2019","{'MIA', 'ATL'}",set()
51,"June 20, 2019","{'GSW', 'ATL'}",set()
52,"June 20, 2019","{'MIL', 'DET'}","{'Jon Leuer', 'Tony Snell', 'Kevin Porter Jr.'}"
53,"June 20, 2019","{'GSW', 'NOP'}",{'Alen SmailagiÄ\x87'}
54,"June 20, 2019","{'LAL', 'ORL'}",{'Talen Horton-Tucker'}
55,"June 21, 2019","{'DEN', 'MIA'}",{'Bol Bol'}
56,"June 21, 2019","{'BOS', 'PHI'}","{'Matisse Thybulle', 'Carsen Edwards', 'Ty Jerome'}"
57,"June 21, 2019","{'LAC', 'BRK'}","{'Mfiondu Kabengele', 'Jaylen Hands'}"
58,"June 21, 2019","{'UTA', 'IND'}",{'Jarrell Brantley'}
59,"June 21, 2019","{'NYK', 'SAC'}","{'Kyle Guy', 'Ignas Brazdeikis'}"
60,"June 21, 2019","{'GSW', 'UTA'}",{'Miye Oni'}
61,"June 21, 2019","{'WAS', 'PHI'}","{'Admiral Schofield', 'Jonathon Simmons'}"
62,"June 24, 2019","{'POR', 'ATL'}","{'Evan Turner', 'Kent Bazemore'}"
63,"June 26, 2019","{'DET', 'CLE'}",{'Kevin Porter Jr.'}
64,"June 26, 2019","{'DET', 'DAL'}","{'Deividas Sirvydis', 'Isaiah Roby'}"
